Credential,Years After Graduation,Field of Study (2-digit CIP code),Field of Study (4-digit CIP code),Median Income,Cohort Size
Bachelor's degree,4,"52. Business, management, marketing and related support services",52.11. International business/trade/commerce,60300.00,360
Bachelor's degree,4,"52. Business, management, marketing and related support services",52.12. Management information systems and services,63000.00,60
Bachelor's degree,4,"52. Business, management, marketing and related support services",52.13. Management sciences and quantitative methods,65200.00,90
Bachelor's degree,4,"52. Business, management, marketing and related support services",52.14. Marketing,60100.00,650
Bachelor's degree,4,54. History,54.01. History,47700.00,550
Bachelor's degree,4,55. French language and literature/lettersCAN,"55.01. French language and literature, generalCAN",49300.00,70
Professional bachelor's degree,4,22. Legal professions and studies,"22.01. Law (LLB, JD, BCL)",101500.00,990
Professional bachelor's degree,4,51. Health professions and related programs,"51.04. Dentistry (DDS, DMD)",23500.00,80
Professional bachelor's degree,4,51. Health professions and related programs,51.12. Medicine (MD),66600.00,270
Professional bachelor's degree,4,51. Health professions and related programs,"51.20. Pharmacy, pharmaceutical sciences and administration",104400.00,450
Professional bachelor's degree,4,51. Health professions and related programs,51.24. Veterinary medicine (DVM),73400.00,40
Master's degree,4,"01. Agriculture, agriculture operations and related sciences","01.00. Agriculture, general",60000.00,50
Master's degree,4,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,84500.00,20
Master's degree,4,03. Natural resources and conservation,03.01. Natural resources conservation and research,72900.00,80
Master's degree,4,04. Architecture and related services,"04.02. Architecture (BArch, BA, BS, BSc, MArch, MA, MS, MSc, PhD)",60900.00,140
Master's degree,4,04. Architecture and related services,"04.03. City/urban, community and regional planning",66700.00,50
Master's degree,4,04. Architecture and related services,04.04. Environmental design/architecture,67800.00,30
Master's degree,4,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",91600.00,110
Master's degree,4,11. Computer and information sciences and support services,11.07. Computer science,86100.00,80
Master's degree,4,13. Education,"13.01. Education, general",102800.00,310
Master's degree,4,13. Education,13.04. Educational administration and supervision,99100.00,150
Master's degree,4,13. Education,13.05. Educational/instructional media design,79400.00,110
Master's degree,4,13. Education,"13.06. Educational assessment, evaluation and research",97300.00,510
Master's degree,4,13. Education,"13.12. Teacher education and professional development, specific levels and methods",84000.00,170
Master's degree,4,14. Engineering,14.07. Chemical engineering,114300.00,100
Master's degree,4,14. Engineering,14.08. Civil engineering,88200.00,370
Master's degree,4,14. Engineering,"14.10. Electrical, electronics and communications engineering",82300.00,200
Master's degree,4,14. Engineering,14.18. Materials engineering,95500.00,60
Master's degree,4,14. Engineering,14.19. Mechanical engineering,96400.00,220
Master's degree,4,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",41000.00,40
Master's degree,4,22. Legal professions and studies,22.02. Legal research and advanced professional studies (post-LLB/JD),113900.00,20
Master's degree,4,23. English language and literature/letters,"23.01. English language and literature, general",45300.00,40
Master's degree,4,25. Library science,25.01. Library science and administration,61900.00,160
Master's degree,4,26. Biological and biomedical sciences,"26.01. Biology, general",59500.00,140
Master's degree,4,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,59300.00,30
Master's degree,4,26. Biological and biomedical sciences,26.12. Biotechnology,45100.00,20
Master's degree,4,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,39700.00,20
Master's degree,4,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,57700.00,80
Master's degree,4,40. Physical sciences,40.05. Chemistry,64500.00,40
Master's degree,4,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,90000.00,130
Master's degree,4,42. Psychology,"42.01. Psychology, general",69400.00,60
Master's degree,4,42. Psychology,"42.28. Clinical, counselling and applied psychology",70400.00,410
Master's degree,4,44. Public administration and social service professions,44.07. Social work,72700.00,400
Master's degree,4,45. Social sciences,45.06. Economics,90300.00,60
Master's degree,4,45. Social sciences,45.07. Geography and cartography,61000.00,50
Master's degree,4,45. Social sciences,45.10. Political science and government,71500.00,50
Master's degree,4,45. Social sciences,45.11. Sociology,59700.00,50
Master's degree,4,50. Visual and performing arts,50.04. Design and applied arts,58400.00,30
Master's degree,4,50. Visual and performing arts,50.09. Music,38800.00,20
Master's degree,4,51. Health professions and related programs,51.02. Communication disorders sciences and services,66400.00,150
Master's degree,4,51. Health professions and related programs,"51.14. Medical scientist (MS, MSc, PhD)",56400.00,90
Master's degree,4,51. Health professions and related programs,51.22. Public health,77500.00,210
Master's degree,4,51. Health professions and related programs,51.23. Rehabilitation and therapeutic professions,72700.00,530
Master's degree,4,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",94600.00,910
Master's degree,4,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",115800.00,1530
Master's degree,4,"52. Business, management, marketing and related support services",52.10. Human resources management and services,88200.00,60
Master's degree,4,54. History,54.01. History,49200.00,40
Doctoral degree,4,03. Natural resources and conservation,03.01. Natural resources conservation and research,66200.00,30
Doctoral degree,4,11. Computer and information sciences and support services,11.07. Computer science,89500.00,60
Doctoral degree,4,13. Education,"13.01. Education, general",100200.00,40
Doctoral degree,4,13. Education,"13.06. Educational assessment, evaluation and research",89400.00,40
Doctoral degree,4,13. Education,"13.12. Teacher education and professional development, specific levels and methods",88900.00,50
Doctoral degree,4,14. Engineering,14.07. Chemical engineering,128800.00,20
Doctoral degree,4,14. Engineering,14.08. Civil engineering,99600.00,110
Doctoral degree,4,14. Engineering,"14.10. Electrical, electronics and communications engineering",80800.00,120
Doctoral degree,4,14. Engineering,14.18. Materials engineering,98300.00,60
Doctoral degree,4,14. Engineering,14.19. Mechanical engineering,82900.00,40
Doctoral degree,4,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",22100.00,20
Doctoral degree,4,23. English language and literature/letters,"23.01. English language and literature, general",64600.00,30
Doctoral degree,4,26. Biological and biomedical sciences,"26.01. Biology, general",54500.00,90
Doctoral degree,4,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,53100.00,50
Doctoral degree,4,26. Biological and biomedical sciences,"26.09. Physiology, pathology and related sciences",64100.00,20
Doctoral degree,4,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,54600.00,30
Doctoral degree,4,27. Mathematics and statistics,27.05. Statistics,84200.00,30
Doctoral degree,4,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,79000.00,30
Doctoral degree,4,40. Physical sciences,40.05. Chemistry,63900.00,140
Doctoral degree,4,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,78800.00,40
Doctoral degree,4,42. Psychology,"42.01. Psychology, general",76600.00,30
Doctoral degree,4,42. Psychology,"42.28. Clinical, counselling and applied psychology",79000.00,30
Doctoral degree,4,45. Social sciences,45.11. Sociology,86700.00,20
Doctoral degree,4,51. Health professions and related programs,"51.14. Medical scientist (MS, MSc, PhD)",68600.00,90
Doctoral degree,4,51. Health professions and related programs,51.22. Public health,93000.00,50
Doctoral degree,4,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",103200.00,50
Doctoral degree,4,54. History,54.01. History,76100.00,30
Certificate,5,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,28300.00,30
Certificate,5,"01. Agriculture, agriculture operations and related sciences",01.02. Agricultural mechanization,46600.00,100
Certificate,5,"01. Agriculture, agriculture operations and related sciences",01.03. Agricultural production operations,35800.00,40
Certificate,5,03. Natural resources and conservation,03.01. Natural resources conservation and research,45700.00,30
Certificate,5,10. Communications technologies/technicians and support services,10.03. Graphic communications,38000.00,90
Certificate,5,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",39400.00,30
Certificate,5,11. Computer and information sciences and support services,11.08. Computer software and media applications,45100.00,80
Certificate,5,11. Computer and information sciences and support services,11.09. Computer systems networking and telecommunications,52500.00,80
Certificate,5,11. Computer and information sciences and support services,11.10. Computer/information technology administration and management,54600.00,170
Certificate,5,12. Personal and culinary services,12.03. Funeral service and mortuary science,39000.00,20
Certificate,5,12. Personal and culinary services,12.04. Cosmetology and related personal grooming services,27100.00,40
Certificate,5,12. Personal and culinary services,12.05. Culinary arts and related services,34800.00,350
Certificate,5,15. Engineering technologies and engineering-related fields,15.05. Environmental control technologies/technicians,62900.00,170
Certificate,5,15. Engineering technologies and engineering-related fields,15.07. Quality control and safety technologies/technicians,56800.00,150
Certificate,5,15. Engineering technologies and engineering-related fields,15.09. Mining and petroleum technologies/technicians,86100.00,100
Certificate,5,15. Engineering technologies and engineering-related fields,15.11. Engineering-related technologies,53600.00,90
Certificate,5,15. Engineering technologies and engineering-related fields,15.12. Computer engineering technologies/technicians,59000.00,70
Certificate,5,15. Engineering technologies and engineering-related fields,15.13. Drafting/design engineering technologies/technicians,51500.00,110
Certificate,5,"16. Aboriginal and foreign languages, literatures and linguistics",16.16. Sign language,30900.00,20
Certificate,5,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",23100.00,580
Certificate,5,22. Legal professions and studies,22.03. Legal support services,43300.00,60
Certificate,5,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",40400.00,30
Certificate,5,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,39100.00,100
Certificate,5,43. Security and protective services,43.01. Criminal justice and corrections,46900.00,60
Certificate,5,43. Security and protective services,43.02. Fire protection,70000.00,620
Certificate,5,43. Security and protective services,"43.99. Security and protective services, other",59100.00,90
Certificate,5,46. Construction trades,"46.00. Construction trades, general",63700.00,20
Certificate,5,46. Construction trades,46.02. Carpentry/carpenter,47500.00,120
Certificate,5,46. Construction trades,46.03. Electrical and power transmission installers,52400.00,360
Certificate,5,46. Construction trades,"46.04. Building/construction finishing, management and inspection",26300.00,40
Certificate,5,46. Construction trades,46.05. Plumbing and related water supply services,47900.00,140
Certificate,5,47. Mechanic and repair technologies/technicians,47.03. Heavy/industrial equipment maintenance technologies,72500.00,280
Certificate,5,47. Mechanic and repair technologies/technicians,47.05. Stationary energy sources installer and operatorCAN,101000.00,1070
Certificate,5,47. Mechanic and repair technologies/technicians,47.06. Vehicle maintenance and repair technologies,46800.00,570
Certificate,5,48. Precision production,48.05. Precision metal working,46200.00,260
Certificate,5,48. Precision production,48.07. Woodworking,43600.00,200
Certificate,5,49. Transportation and materials moving,49.02. Ground transportation,46500.00,230
Certificate,5,50. Visual and performing arts,50.04. Design and applied arts,34700.00,120
Certificate,5,50. Visual and performing arts,"50.10. Arts, entertainment, and media management",41300.00,50
Certificate,5,51. Health professions and related programs,51.06. Dental support services and allied professions,47400.00,420
Certificate,5,51. Health professions and related programs,51.07. Health and medical administrative services,39100.00,1550
Certificate,5,51. Health professions and related programs,51.08. Allied health and medical assisting services,45200.00,2710
Certificate,5,51. Health professions and related programs,"51.09. Allied health diagnostic, intervention and treatment professions",46600.00,260
Certificate,5,51. Health professions and related programs,51.15. Mental and social health services and allied professions,39000.00,60
Certificate,5,51. Health professions and related programs,51.18. Ophthalmic and optometric support services and allied professions,58300.00,100
Certificate,5,51. Health professions and related programs,51.26. Health aides/attendants/orderlies,37000.00,3740
Certificate,5,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",78200.00,300
Certificate,5,51. Health professions and related programs,"51.39. Practical nursing, vocational nursing and nursing assistants",56000.00,50
Certificate,5,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",42700.00,290
Certificate,5,"52. Business, management, marketing and related support services",52.03. Accounting and related services,48600.00,570
Certificate,5,"52. Business, management, marketing and related support services",52.04. Business operations support and assistant services,38300.00,1350
Certificate,5,"52. Business, management, marketing and related support services",52.08. Finance and financial management services,40000.00,40
Certificate,5,"52. Business, management, marketing and related support services",52.09. Hospitality administration/management,35600.00,50
Certificate,5,"52. Business, management, marketing and related support services",52.10. Human resources management and services,48700.00,270
Certificate,5,"52. Business, management, marketing and related support services",52.14. Marketing,35800.00,30
Certificate,5,"52. Business, management, marketing and related support services","52.19. Specialized sales, merchandising and marketing operations",34700.00,90
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,48100.00,80
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.03. Agricultural production operations,43500.00,110
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.05. Agricultural and domestic animal services,38300.00,50
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.06. Applied horticulture/horticultural business services,46900.00,140
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.09. Animal sciences,38600.00,70
Diploma,5,"01. Agriculture, agriculture operations and related sciences",01.11. Plant sciences,35300.00,40
Diploma,5,03. Natural resources and conservation,03.01. Natural resources conservation and research,50100.00,240
Diploma,5,03. Natural resources and conservation,03.02. Natural resources management and policy,45900.00,290
Diploma,5,03. Natural resources and conservation,03.05. Forestry,62400.00,80
Diploma,5,03. Natural resources and conservation,03.06. Wildlife and wildlands science and management,48200.00,40
Diploma,5,04. Architecture and related services,"04.06. Landscape architecture (BS, BSc, BSLA, BLA, MSLA, MLA, PhD)",56000.00,80
Diploma,5,04. Architecture and related services,04.09. Architectural sciences and technology,54300.00,590
Diploma,5,"09. Communication, journalism and related programs",09.04. Journalism,40000.00,290
Diploma,5,"09. Communication, journalism and related programs","09.07. Radio, television and digital communication",46500.00,520
Diploma,5,"09. Communication, journalism and related programs","09.09. Public relations, advertising and applied communication",51300.00,180
Diploma,5,10. Communications technologies/technicians and support services,10.01. Communications technology/technician,45800.00,120
Diploma,5,10. Communications technologies/technicians and support services,10.02. Audiovisual communications technologies/technicians,43300.00,170
Diploma,5,10. Communications technologies/technicians and support services,10.03. Graphic communications,39900.00,200
Diploma,5,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",48400.00,110
Diploma,5,11. Computer and information sciences and support services,11.08. Computer software and media applications,40300.00,150
Diploma,5,11. Computer and information sciences and support services,11.10. Computer/information technology administration and management,64200.00,120
Diploma,5,12. Personal and culinary services,12.05. Culinary arts and related services,37000.00,570
Diploma,5,13. Education,13.10. Special education and teaching,79900.00,20
Diploma,5,13. Education,13.15. Teaching assistants/aides,31700.00,50
Diploma,5,15. Engineering technologies and engineering-related fields,15.02. Civil engineering technology/technician,70300.00,450
Diploma,5,15. Engineering technologies and engineering-related fields,15.03. Electrical and electronic engineering technologies/technicians,73100.00,620
Diploma,5,15. Engineering technologies and engineering-related fields,15.04. Electromechanical and instrumentation and maintenance technologies/technicians,83300.00,630
Diploma,5,15. Engineering technologies and engineering-related fields,15.05. Environmental control technologies/technicians,55100.00,210
Diploma,5,15. Engineering technologies and engineering-related fields,15.06. Industrial production technologies/technicians,98600.00,50
Diploma,5,15. Engineering technologies and engineering-related fields,15.07. Quality control and safety technologies/technicians,76000.00,110
Diploma,5,15. Engineering technologies and engineering-related fields,15.08. Mechanical engineering related technologies/technicians,67300.00,390
Diploma,5,15. Engineering technologies and engineering-related fields,15.09. Mining and petroleum technologies/technicians,80600.00,420
Diploma,5,15. Engineering technologies and engineering-related fields,15.10. Construction engineering technology/technician,80200.00,200
Diploma,5,15. Engineering technologies and engineering-related fields,15.11. Engineering-related technologies,64700.00,170
Diploma,5,15. Engineering technologies and engineering-related fields,15.12. Computer engineering technologies/technicians,60300.00,550
Diploma,5,15. Engineering technologies and engineering-related fields,15.13. Drafting/design engineering technologies/technicians,55400.00,440
Diploma,5,15. Engineering technologies and engineering-related fields,"15.99. Engineering technologies and engineering-related fields, other",70000.00,270
Diploma,5,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",36400.00,630
Diploma,5,22. Legal professions and studies,22.03. Legal support services,45800.00,600
Diploma,5,23. English language and literature/letters,23.13. English rhetoric and composition/writing studies,45800.00,60
Diploma,5,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",31900.00,150
Diploma,5,25. Library science,25.03. Library and archives assisting,37700.00,80
Diploma,5,25. Library science,"25.99. Library science, other",45500.00,80
Diploma,5,"31. Parks, recreation, leisure and fitness studies","31.01. Parks, recreation and leisure studies",35200.00,20
Diploma,5,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,39700.00,270
Diploma,5,41. Science technologies/technicians,41.01. Biology technician/biotechnology laboratory technician,45400.00,40
Diploma,5,41. Science technologies/technicians,41.03. Physical science technologies/technicians,55600.00,220
Diploma,5,43. Security and protective services,43.01. Criminal justice and corrections,53300.00,960
Diploma,5,43. Security and protective services,43.02. Fire protection,87800.00,30
Diploma,5,47. Mechanic and repair technologies/technicians,47.03. Heavy/industrial equipment maintenance technologies,96900.00,100
Diploma,5,47. Mechanic and repair technologies/technicians,47.05. Stationary energy sources installer and operatorCAN,175800.00,300
Diploma,5,47. Mechanic and repair technologies/technicians,47.06. Vehicle maintenance and repair technologies,57000.00,410
Diploma,5,48. Precision production,48.05. Precision metal working,82100.00,50
Diploma,5,48. Precision production,48.08. Boilermaking/boilermaker,131200.00,180
Diploma,5,49. Transportation and materials moving,49.01. Air transportation,48900.00,60
Diploma,5,50. Visual and performing arts,"50.01. Visual, digital and performing arts, general",36600.00,40
Diploma,5,50. Visual and performing arts,50.04. Design and applied arts,40600.00,520
Diploma,5,50. Visual and performing arts,50.05. Drama/theatre arts and stagecraft,34900.00,150
Diploma,5,50. Visual and performing arts,50.06. Film/video and photographic arts,42700.00,80
Diploma,5,50. Visual and performing arts,50.07. Fine arts and art studies,27500.00,50
Diploma,5,50. Visual and performing arts,50.09. Music,30400.00,100
Diploma,5,51. Health professions and related programs,51.02. Communication disorders sciences and services,61200.00,180
Diploma,5,51. Health professions and related programs,51.06. Dental support services and allied professions,48600.00,170
Diploma,5,51. Health professions and related programs,51.07. Health and medical administrative services,63900.00,50
Diploma,5,51. Health professions and related programs,51.08. Allied health and medical assisting services,41800.00,900
Diploma,5,51. Health professions and related programs,"51.09. Allied health diagnostic, intervention and treatment professions",81000.00,1100
Diploma,5,51. Health professions and related programs,51.10. Clinical/medical laboratory science/research and allied professions,70100.00,390
Diploma,5,51. Health professions and related programs,51.15. Mental and social health services and allied professions,34500.00,160
Diploma,5,51. Health professions and related programs,51.18. Ophthalmic and optometric support services and allied professions,46700.00,450
Diploma,5,51. Health professions and related programs,51.23. Rehabilitation and therapeutic professions,36500.00,30
Diploma,5,51. Health professions and related programs,51.33. Alternative and complementary medicine and medical systems,32400.00,80
Diploma,5,51. Health professions and related programs,51.35. Somatic bodywork and related therapeutic services,26200.00,90
Diploma,5,51. Health professions and related programs,"51.38. Registered nursing, nursing administration, nursing research and clinical nursing",76800.00,280
Diploma,5,51. Health professions and related programs,"51.39. Practical nursing, vocational nursing and nursing assistants",44700.00,2590
Diploma,5,"52. Business, management, marketing and related support services","52.02. Business administration, management and operations",48000.00,1240
Diploma,5,"52. Business, management, marketing and related support services",52.03. Accounting and related services,43600.00,1930
Diploma,5,"52. Business, management, marketing and related support services",52.04. Business operations support and assistant services,41800.00,270
Diploma,5,"52. Business, management, marketing and related support services",52.08. Finance and financial management services,50600.00,510
Diploma,5,"52. Business, management, marketing and related support services",52.09. Hospitality administration/management,38900.00,430
Diploma,5,"52. Business, management, marketing and related support services",52.10. Human resources management and services,52300.00,450
Diploma,5,"52. Business, management, marketing and related support services",52.14. Marketing,48400.00,740
Diploma,5,"52. Business, management, marketing and related support services",52.15. Real estate,69500.00,50
Diploma,5,"52. Business, management, marketing and related support services",52.17. Insurance,60200.00,90
Diploma,5,"52. Business, management, marketing and related support services","52.19. Specialized sales, merchandising and marketing operations",38000.00,200
Diploma,5,"52. Business, management, marketing and related support services",52.20. Construction management,67500.00,100
Diploma,5,"52. Business, management, marketing and related support services","52.99. Business, management, marketing and related support services, other",58800.00,110
Bachelor's degree,5,"01. Agriculture, agriculture operations and related sciences","01.00. Agriculture, general",67700.00,50
Bachelor's degree,5,"01. Agriculture, agriculture operations and related sciences",01.01. Agricultural business and management,63100.00,50
Bachelor's degree,5,"01. Agriculture, agriculture operations and related sciences",01.06. Applied horticulture/horticultural business services,56400.00,20
Bachelor's degree,5,"01. Agriculture, agriculture operations and related sciences",01.09. Animal sciences,62100.00,60
Bachelor's degree,5,03. Natural resources and conservation,03.01. Natural resources conservation and research,58900.00,260
Bachelor's degree,5,03. Natural resources and conservation,03.02. Natural resources management and policy,68200.00,250
Bachelor's degree,5,"05. Area, ethnic, cultural, gender, and group studies",05.01. Area studies,41100.00,50
Bachelor's degree,5,"05. Area, ethnic, cultural, gender, and group studies","05.02. Ethnic, cultural minority, gender, and group studies",48400.00,100
Bachelor's degree,5,"09. Communication, journalism and related programs",09.01. Communication and media studies,54400.00,490
Bachelor's degree,5,"09. Communication, journalism and related programs",09.04. Journalism,53300.00,100
Bachelor's degree,5,"09. Communication, journalism and related programs","09.07. Radio, television and digital communication",47700.00,30
Bachelor's degree,5,"09. Communication, journalism and related programs","09.09. Public relations, advertising and applied communication",62600.00,100
Bachelor's degree,5,10. Communications technologies/technicians and support services,10.03. Graphic communications,51600.00,50
Bachelor's degree,5,11. Computer and information sciences and support services,"11.01. Computer and information sciences and support services, general",74000.00,330
Bachelor's degree,5,11. Computer and information sciences and support services,11.07. Computer science,70100.00,530
Bachelor's degree,5,13. Education,"13.01. Education, general",49800.00,230
Bachelor's degree,5,13. Education,"13.02. Bilingual, multilingual and multicultural education",71200.00,20
Bachelor's degree,5,13. Education,"13.06. Educational assessment, evaluation and research",90000.00,30
Bachelor's degree,5,13. Education,"13.12. Teacher education and professional development, specific levels and methods",62900.00,4430
Bachelor's degree,5,13. Education,"13.13. Teacher education and professional development, specific subject areas",66800.00,2760
Bachelor's degree,5,14. Engineering,14.05. Bioengineering and biomedical engineering,81300.00,60
Bachelor's degree,5,14. Engineering,14.07. Chemical engineering,103000.00,680
Bachelor's degree,5,14. Engineering,14.08. Civil engineering,84300.00,760
Bachelor's degree,5,14. Engineering,14.09. Computer engineering,75100.00,240
Bachelor's degree,5,14. Engineering,"14.10. Electrical, electronics and communications engineering",85400.00,670
Bachelor's degree,5,14. Engineering,14.12. Engineering physics/applied physics,71000.00,30
Bachelor's degree,5,14. Engineering,14.14. Environmental/environmental health engineering,82000.00,110
Bachelor's degree,5,14. Engineering,14.18. Materials engineering,95300.00,120
Bachelor's degree,5,14. Engineering,14.19. Mechanical engineering,93600.00,1120
Bachelor's degree,5,14. Engineering,14.21. Mining and mineral engineering,114600.00,110
Bachelor's degree,5,14. Engineering,14.25. Petroleum engineering,110000.00,220
Bachelor's degree,5,14. Engineering,14.38. Surveying engineering,84500.00,130
Bachelor's degree,5,15. Engineering technologies and engineering-related fields,15.15. Engineering-related fields,80400.00,120
Bachelor's degree,5,"16. Aboriginal and foreign languages, literatures and linguistics","16.01. Linguistic, comparative and related language studies and services",47400.00,100
Bachelor's degree,5,"16. Aboriginal and foreign languages, literatures and linguistics","16.03. East Asian languages, literatures and linguistics",44600.00,40
Bachelor's degree,5,"16. Aboriginal and foreign languages, literatures and linguistics","16.09. Romance languages, literatures and linguistics",38900.00,40
Bachelor's degree,5,19. Family and consumer sciences/human sciences,"19.05. Foods, nutrition and related services",53300.00,100
Bachelor's degree,5,19. Family and consumer sciences/human sciences,"19.07. Human development, family studies and related services",48500.00,220
Bachelor's degree,5,22. Legal professions and studies,"22.99. Legal professions and studies, other",57100.00,100
Bachelor's degree,5,23. English language and literature/letters,"23.01. English language and literature, general",45300.00,780
Bachelor's degree,5,23. English language and literature/letters,23.13. English rhetoric and composition/writing studies,54900.00,140
Bachelor's degree,5,"24. Liberal arts and sciences, general studies and humanities","24.01. Liberal arts and sciences, general studies and humanities",55200.00,980
Bachelor's degree,5,26. Biological and biomedical sciences,"26.01. Biology, general",53500.00,1240
Bachelor's degree,5,26. Biological and biomedical sciences,26.02. Biochemistry/biophysics and molecular biology,48400.00,70
Bachelor's degree,5,26. Biological and biomedical sciences,26.04. Cell/cellular biology and anatomical sciences,51800.00,80
Bachelor's degree,5,26. Biological and biomedical sciences,26.05. Microbiological sciences and immunology,59700.00,70
Bachelor's degree,5,26. Biological and biomedical sciences,26.07. Zoology/animal biology,44800.00,120
Bachelor's degree,5,26. Biological and biomedical sciences,26.08. Genetics,72200.00,20
Bachelor's degree,5,26. Biological and biomedical sciences,"26.09. Physiology, pathology and related sciences",57100.00,30
Bachelor's degree,5,26. Biological and biomedical sciences,"26.13. Ecology, evolution, systematics and population biology",57500.00,190
Bachelor's degree,5,26. Biological and biomedical sciences,26.15. Neurobiology and neurosciences,54400.00,50
Bachelor's degree,5,27. Mathematics and statistics,27.01. Mathematics,63800.00,150
Bachelor's degree,5,30. Multidisciplinary/interdisciplinary studies,30.17. Behavioural sciences,49200.00,60
Bachelor's degree,5,30. Multidisciplinary/interdisciplinary studies,30.18. Natural sciences,57600.00,130
Bachelor's degree,5,30. Multidisciplinary/interdisciplinary studies,30.19. Nutrition sciences,76200.00,170
Bachelor's degree,5,30. Multidisciplinary/interdisciplinary studies,"30.99. Multidisciplinary/interdisciplinary studies, other",56300.00,30
Bachelor's degree,5,"31. Parks, recreation, leisure and fitness studies",31.05. Health and physical education/fitness,55900.00,980
Bachelor's degree,5,38. Philosophy and religious studies,"38.01. Philosophy, logic and ethics",46000.00,150
Bachelor's degree,5,40. Physical sciences,"40.01. Physical sciences, general",56500.00,50
Bachelor's degree,5,40. Physical sciences,40.05. Chemistry,54300.00,230
Bachelor's degree,5,40. Physical sciences,40.06. Geological and Earth sciences/geosciences,68800.00,680
Bachelor's degree,5,40. Physical sciences,40.08. Physics,53100.00,80
Bachelor's degree,5,42. Psychology,"42.01. Psychology, general",50900.00,1920
Bachelor's degree,5,42. Psychology,"42.28. Clinical, counselling and applied psychology",56900.00,50
Bachelor's degree,5,43. Security and protective services,43.01. Criminal justice and corrections,63900.00,310
Bachelor's degree,5,43. Security and protective services,"43.99. Security and protective services, other",119900.00,80
Bachelor's degree,5,44. Public administration and social service professions,"44.00. Human services, general",56500.00,120
Bachelor's degree,5,44. Public administration and social service professions,44.07. Social work,57000.00,650
Bachelor's degree,5,45. Social sciences,"45.01. Social sciences, general",47100.00,60
Bachelor's degree,5,45. Social sciences,45.02. Anthropology,48500.00,290
Bachelor's degree,5,45. Social sciences,45.03. Archaeology,45500.00,110
Bachelor's degree,5,45. Social sciences,45.04. Criminology,65100.00,230
Bachelor's degree,5,45. Social sciences,45.06. Economics,60600.00,720
Bachelor's degree,5,45. Social sciences,45.07. Geography and cartography,63400.00,270
Bachelor's degree,5,45. Social sciences,45.09. International relations and national security studies,53300.00,170
Bachelor's degree,5,45. Social sciences,45.10. Political science and government,56100.00,710
Bachelor's degree,5,45. Social sciences,45.11. Sociology,54000.00,780
Bachelor's degree,5,45. Social sciences,45.12. Urban studies/affairs,60000.00,110
Bachelor's degree,5,50. Visual and performing arts,"50.01. Visual, digital and performing arts, general",41100.00,40
Bachelor's degree,5,50. Visual and performing arts,50.03. Dance,15000.00,20
Bachelor's degree,5,50. Visual and performing arts,50.04. Design and applied arts,45100.00,410
Bachelor's degree,5,50. Visual and performing arts,50.05. Drama/theatre arts and stagecraft,37600.00,200
Bachelor's degree,5,50. Visual and performing arts,50.06. Film/video and photographic arts,33300.00,110
Bachelor's degree,5,50. Visual and performing arts,50.07. Fine arts and art studies,37500.00,560
Bachelor's degree,5,50. Visual and performing arts,50.09. Music,43600.00,160
Bachelor's degree,5,51. Health professions and related programs,"51.00. Health services/allied health/health sciences, general",57100.00,50
Bachelor's degree,5,51. Health professions and related programs,51.06. Dental support services and allied professions,74000.00,120
Bachelor's degree,5,51. Health professions and related programs,51.10. Clinical/medical laboratory science/research and allied professions,79300.00,80
Bachelor's degree,5,51. Health professions and related programs,51.15. Mental and social health services and allied professions,53800.00,100
Bachelor's degree,5,51. Health professions and related programs,51.22. Public health,60100.00,120
